id,date,timestamp,latitude,longitude,depth,size,location,attribute
271,2023.02.06 10:43:38,1675680218,37.463,37.3798,19.7,"{'md': 0.0, 'ml': 3.3, 'mw': 0.0}",SADAKALAR-PAZARCIK (KAHRAMANMARAS),İlksel
274,2023.02.06 10:35:37,1675679737,37.3273,36.966,5.0,"{'md': 0.0, 'ml': 3.7, 'mw': 0.0}",KADIOGLUCIFTLIGI-TURKOGLU (KAHRAMANMARAS),İlksel
275,2023.02.06 10:31:00,1675679460,37.335,37.0677,5.0,"{'md': 0.0, 'ml': 3.7, 'mw': 0.0}",EMIROGLU-PAZARCIK (KAHRAMANMARAS),İlksel
279,2023.02.06 10:23:21,1675679001,37.34,36.8628,11.3,"{'md': 0.0, 'ml': 3.6, 'mw': 0.0}",HACIBEBEK-TURKOGLU (KAHRAMANMARAS),İlksel
280,2023.02.06 10:21:06,1675678866,37.4762,37.1397,6.5,"{'md': 0.0, 'ml': 4.0, 'mw': 0.0}",DOGANLIKARAHASAN-PAZARCIK (KAHRAMANMARAS),İlksel
281,2023.02.06 10:12:10,1675678330,37.2535,37.0495,5.4,"{'md': 0.0, 'ml': 3.4, 'mw': 0.0}",EVRI-PAZARCIK (KAHRAMANMARAS),İlksel
284,2023.02.06 10:04:06,1675677846,37.477,37.1082,5.3,"{'md': 0.0, 'ml': 3.6, 'mw': 0.0}",SEYRANTEPE-PAZARCIK (KAHRAMANMARAS),İlksel
285,2023.02.06 09:59:04,1675677544,37.4543,37.0848,5.0,"{'md': 0.0, 'ml': 4.2, 'mw': 0.0}",CINARLI-PAZARCIK (KAHRAMANMARAS),İlksel
286,2023.02.06 09:54:56,1675677296,37.7467,37.3912,2.3,"{'md': 0.0, 'ml': 5.1, 'mw': 0.0}",KUCUKCERIT-CAGLAYANCERIT (KAHRAMANMARAS),İlksel
287,2023.02.06 09:51:02,1675677062,37.2447,36.7148,12.4,"{'md': 0.0, 'ml': 2.9, 'mw': 0.0}",DEDELER-TURKOGLU (KAHRAMANMARAS),İlksel
289,2023.02.06 09:43:14,1675676594,37.7527,37.2492,9.0,"{'md': 0.0, 'ml': 4.2, 'mw': 0.0}",CAGLAYANCERIT (KAHRAMANMARAS),İlksel
290,2023.02.06 09:39:40,1675676380,37.517,36.9003,14.0,"{'md': 0.0, 'ml': 2.7, 'mw': 0.0}",HACIMUSTAFA-(KAHRAMANMARAS),İlksel
293,2023.02.06 09:33:19,1675675999,37.2555,37.0557,14.7,"{'md': 0.0, 'ml': 3.3, 'mw': 0.0}",EVRI-PAZARCIK (KAHRAMANMARAS),İlksel
295,2023.02.06 09:29:48,1675675788,37.385,36.8763,16.2,"{'md': 0.0, 'ml': 3.1, 'mw': 0.0}",TURKOGLU (KAHRAMANMARAS),İlksel
298,2023.02.06 09:23:33,1675675413,37.2938,37.0967,2.7,"{'md': 0.0, 'ml': 3.2, 'mw': 0.0}",ORDEKDEDE-PAZARCIK (KAHRAMANMARAS),İlksel
301,2023.02.06 09:14:38,1675674878,37.3925,36.9622,2.8,"{'md': 0.0, 'ml': 4.1, 'mw': 0.0}",PINARHUYUK-TURKOGLU (KAHRAMANMARAS),İlksel
305,2023.02.06 09:00:05,1675674005,37.3973,37.0933,5.4,"{'md': 0.0, 'ml': 3.6, 'mw': 0.0}",MAKSUTUSAGI-PAZARCIK (KAHRAMANMARAS),İlksel
315,2023.02.06 08:21:45,1675671705,37.4427,37.1208,13.2,"{'md': 0.0, 'ml': 3.6, 'mw': 0.0}",SEYRANTEPE-PAZARCIK (KAHRAMANMARAS),İlksel
318,2023.02.06 08:12:51,1675671171,37.4768,37.1892,23.0,"{'md': 0.0, 'ml': 3.8, 'mw': 0.0}",SOGUTLU-PAZARCIK (KAHRAMANMARAS),İlksel
320,2023.02.06 08:08:36,1675670916,37.3442,36.8698,5.4,"{'md': 0.0, 'ml': 4.3, 'mw': 0.0}",HACIBEBEK-TURKOGLU (KAHRAMANMARAS),İlksel
321,2023.02.06 08:04:30,1675670670,37.3297,37.0503,15.9,"{'md': 0.0, 'ml': 3.6, 'mw': 0.0}",EMIROGLU-PAZARCIK (KAHRAMANMARAS),İlksel
324,2023.02.06 07:58:10,1675670290,37.6995,37.3313,17.0,"{'md': 0.0, 'ml': 3.8, 'mw': 4.0}",ORUCPINARI-CAGLAYANCERIT (KAHRAMANMARAS),İlksel
325,2023.02.06 07:56:06,1675670166,37.4448,37.0202,28.7,"{'md': 0.0, 'ml': 4.4, 'mw': 0.0}",YENIYURT-(KAHRAMANMARAS),İlksel
326,2023.02.06 07:54:40,1675670080,37.4903,37.2113,7.7,"{'md': 0.0, 'ml': 3.6, 'mw': 0.0}",SOGUTLU-PAZARCIK (KAHRAMANMARAS),İlksel
330,2023.02.06 07:44:54,1675669494,37.4053,36.6863,9.0,"{'md': 0.0, 'ml': 3.8, 'mw': 0.0}",OZTURK-(KAHRAMANMARAS),İlksel
332,2023.02.06 07:42:11,1675669331,37.4995,37.402,6.0,"{'md': 0.0, 'ml': 2.9, 'mw': 0.0}",GANIDAGI-PAZARCIK (KAHRAMANMARAS),İlksel
339,2023.02.06 07:24:45,1675668285,37.529,37.2365,5.4,"{'md': 0.0, 'ml': 4.1, 'mw': 0.0}",CICEKALANI-PAZARCIK (KAHRAMANMARAS),İlksel
342,2023.02.06 07:16:49,1675667809,37.4957,37.1835,5.7,"{'md': 0.0, 'ml': 4.6, 'mw': 0.0}",SOGUTLU-PAZARCIK (KAHRAMANMARAS),İlksel
344,2023.02.06 07:13:36,1675667616,37.4718,37.1638,10.8,"{'md': 0.0, 'ml': 3.7, 'mw': 0.0}",DOGANLIKARAHASAN-PAZARCIK (KAHRAMANMARAS),İlksel
346,2023.02.06 07:10:42,1675667442,37.6285,37.3398,7.9,"{'md': 0.0, 'ml': 3.8, 'mw': 0.0}",KARAAGAC-PAZARCIK (KAHRAMANMARAS),İlksel
349,2023.02.06 07:04:25,1675667065,38.0348,37.3172,21.8,"{'md': 0.0, 'ml': 4.5, 'mw': 0.0}",BARIS-NURHAK (KAHRAMANMARAS),İlksel
354,2023.02.06 06:54:00,1675666440,37.6995,37.0892,16.2,"{'md': 0.0, 'ml': 4.1, 'mw': 0.0}",BAHCELI-(KAHRAMANMARAS),İlksel
355,2023.02.06 06:52:44,1675666364,37.6772,36.554,5.5,"{'md': 0.0, 'ml': 3.8, 'mw': 0.0}",CINARPINAR-(KAHRAMANMARAS),İlksel
356,2023.02.06 06:49:27,1675666167,37.344,36.944,5.6,"{'md': 0.0, 'ml': 3.7, 'mw': 0.0}",COBANTEPE-TURKOGLU (KAHRAMANMARAS),İlksel
357,2023.02.06 06:48:43,1675666123,37.3647,36.9802,6.0,"{'md': 0.0, 'ml': 3.8, 'mw': 0.0}",OZBEK-TURKOGLU (KAHRAMANMARAS),İlksel
359,2023.02.06 06:41:27,1675665687,37.383,37.1363,7.3,"{'md': 0.0, 'ml': 4.1, 'mw': 0.0}",NARLI-PAZARCIK (KAHRAMANMARAS),İlksel
361,2023.02.06 06:32:52,1675665172,37.3413,36.844,8.9,"{'md': 0.0, 'ml': 3.9, 'mw': 0.0}",CECELI-TURKOGLU (KAHRAMANMARAS),İlksel
368,2023.02.06 06:12:12,1675663932,37.409,37.3243,14.2,"{'md': 0.0, 'ml': 4.0, 'mw': 0.0}",UFACIKLI-PAZARCIK (KAHRAMANMARAS),İlksel
373,2023.02.06 05:55:08,1675662908,37.3437,37.0497,4.5,"{'md': 0.0, 'ml': 4.7, 'mw': 0.0}",EMIROGLU-PAZARCIK (KAHRAMANMARAS),İlksel
379,2023.02.06 05:38:02,1675661882,37.6458,37.3163,7.1,"{'md': 0.0, 'ml': 3.7, 'mw': 0.0}",BOLUKDAMLAR-CAGLAYANCERIT (KAHRAMANMARAS),İlksel
380,2023.02.06 05:36:55,1675661815,37.4593,36.902,10.9,"{'md': 0.0, 'ml': 3.2, 'mw': 0.0}",CAKALLIHASANAGA-TURKOGLU (KAHRAMANMARAS),İlksel
381,2023.02.06 05:34:19,1675661659,37.6032,37.2467,17.4,"{'md': 0.0, 'ml': 4.4, 'mw': 0.0}",KAZANLIPINAR-(KAHRAMANMARAS),İlksel
384,2023.02.06 05:28:46,1675661326,37.486,36.9223,4.9,"{'md': 0.0, 'ml': 3.7, 'mw': 0.0}",SEREFOGLU-(KAHRAMANMARAS),İlksel
387,2023.02.06 05:21:19,1675660879,37.5202,37.094,1.8,"{'md': 0.0, 'ml': 4.6, 'mw': 0.0}",ELMALAR-(KAHRAMANMARAS),İlksel
391,2023.02.06 05:01:44,1675659704,37.2988,37.0045,12.6,"{'md': 0.0, 'ml': 4.7, 'mw': 0.0}",CENNETPINARI-PAZARCIK (KAHRAMANMARAS),İlksel
394,2023.02.06 04:51:44,1675659104,37.5143,37.198,5.0,"{'md': 0.0, 'ml': 5.1, 'mw': 0.0}",SOGUTLU-PAZARCIK (KAHRAMANMARAS),İlksel
496,2023.02.04 11:28:08,1675510088,37.3958,36.4363,5.6,"{'md': 0.0, 'ml': 1.7, 'mw': 0.0}",SUMAKLI-ANDIRIN (KAHRAMANMARAS),İlksel
497,2023.02.04 11:22:17,1675509737,37.3813,36.2883,5.0,"{'md': 0.0, 'ml': 2.8, 'mw': 0.0}",KIYIKCI-ANDIRIN (KAHRAMANMARAS),İlksel
