id,date,timestamp,latitude,longitude,depth,size,location,attribute
88,2023.02.07 13:32:27,1675776747,37.2445,36.9277,5.4,"{'md': 0.0, 'ml': 2.5, 'mw': 0.0}",NAIMLER-NURDAGI (GAZIANTEP),İlksel
89,2023.02.07 13:30:10,1675776610,38.1428,37.8203,2.0,"{'md': 0.0, 'ml': 2.9, 'mw': 0.0}",FINDIKKOY-DOGANSEHIR (MALATYA),İlksel
90,2023.02.07 13:27:30,1675776450,38.3478,38.1357,6.5,"{'md': 0.0, 'ml': 4.7, 'mw': 0.0}",KUSDOGAN-YESILYURT (MALATYA),REVIZE02
91,2023.02.07 13:18:12,1675775892,38.1435,38.5183,9.7,"{'md': 0.0, 'ml': 5.4, 'mw': 0.0}",AKSU-SINCIK (ADIYAMAN),İlksel
92,2023.02.07 13:16:36,1675775796,38.8582,37.9467,5.4,"{'md': 0.0, 'ml': 3.0, 'mw': 0.0}",DEVECI-HEKIMHAN (MALATYA),İlksel
93,2023.02.07 13:15:01,1675775701,38.1618,38.5587,9.3,"{'md': 0.0, 'ml': 3.5, 'mw': 0.0}",ULUKOY-(MALATYA),İlksel
94,2023.02.07 13:10:44,1675775444,38.0113,38.0627,4.4,"{'md': 0.0, 'ml': 3.5, 'mw': 0.0}",GUZELKOY-DOGANSEHIR (MALATYA),İlksel
95,2023.02.07 13:07:17,1675775237,37.3812,37.1273,5.0,"{'md': 0.0, 'ml': 3.9, 'mw': 0.0}",NARLI-PAZARCIK (KAHRAMANMARAS),İlksel
96,2023.02.07 13:05:35,1675775135,38.0978,37.2215,5.0,"{'md': 0.0, 'ml': 3.6, 'mw': 0.0}",AKPINAR-EKINOZU (KAHRAMANMARAS),İlksel
97,2023.02.07 13:03:58,1675775038,38.5437,38.1397,30.0,"{'md': 0.0, 'ml': 3.3, 'mw': 0.0}",MISIRDERE-YAZIHAN (MALATYA),İlksel
98,2023.02.07 13:03:16,1675774996,38.0722,36.4703,5.0,"{'md': 0.0, 'ml': 3.9, 'mw': 0.0}",MEHMETBEY-GOKSUN (KAHRAMANMARAS),İlksel
99,2023.02.07 12:54:59,1675774499,38.3002,38.0132,5.0,"{'md': 0.0, 'ml': 2.7, 'mw': 0.0}",GOLPINAR-AKCADAG (MALATYA),REVIZE01
100,2023.02.07 12:53:30,1675774410,38.1178,36.3918,1.0,"{'md': 0.0, 'ml': 3.9, 'mw': 3.8}",MURSEL-GOKSUN (KAHRAMANMARAS),İlksel
101,2023.02.07 12:46:46,1675774006,37.3528,37.41,5.0,"{'md': 0.0, 'ml': 3.3, 'mw': 0.0}",HURRIYET-PAZARCIK (KAHRAMANMARAS),REVIZE01
102,2023.02.07 12:40:03,1675773603,38.2997,38.1925,9.1,"{'md': 0.0, 'ml': 3.5, 'mw': 0.0}",IKIZCE-YESILYURT (MALATYA),İlksel
103,2023.02.07 12:35:50,1675773350,38.0142,37.4643,7.1,"{'md': 0.0, 'ml': 3.1, 'mw': 0.0}",NURHAK (KAHRAMANMARAS),İlksel
104,2023.02.07 12:33:50,1675773230,38.08,38.1952,26.6,"{'md': 0.0, 'ml': 2.9, 'mw': 0.0}",GOLBAGI-CELIKHAN (ADIYAMAN),İlksel
105,2023.02.07 12:27:58,1675772878,39.1297,40.138,10.5,"{'md': 0.0, 'ml': 2.2, 'mw': 0.0}",DUMLUYAZI-KARAKOCAN (ELAZIG),İlksel
106,2023.02.07 12:26:37,1675772797,37.9758,37.7893,6.6,"{'md': 0.0, 'ml': 2.9, 'mw': 0.0}",KARANLIKDERE-DOGANSEHIR (MALATYA),İlksel
107,2023.02.07 12:20:52,1675772452,38.2715,37.856,3.4,"{'md': 0.0, 'ml': 2.9, 'mw': 0.0}",HANCERLI-AKCADAG (MALATYA),İlksel
108,2023.02.07 12:16:33,1675772193,37.2342,36.7603,4.9,"{'md': 0.0, 'ml': 3.5, 'mw': 0.0}",YESILYURT-TURKOGLU (KAHRAMANMARAS),İlksel
109,2023.02.07 12:15:30,1675772130,38.1183,36.5243,24.6,"{'md': 0.0, 'ml': 3.5, 'mw': 0.0}",CAMDERE-GOKSUN (KAHRAMANMARAS),İlksel
110,2023.02.07 12:09:50,1675771790,36.3688,36.6638,13.3,"{'md': 0.0, 'ml': 3.5, 'mw': 0.0}",HATAYHAMAMI-KUMLU (HATAY),İlksel
111,2023.02.07 12:05:45,1675771545,38.1267,36.3735,24.8,"{'md': 0.0, 'ml': 2.8, 'mw': 0.0}",MURSEL-GOKSUN (KAHRAMANMARAS),İlksel
112,2023.02.07 11:57:25,1675771045,38.2815,38.0022,5.0,"{'md': 0.0, 'ml': 3.4, 'mw': 0.0}",ALTINLI-AKCADAG (MALATYA),İlksel
113,2023.02.07 11:56:32,1675770992,37.2333,37.01,4.2,"{'md': 0.0, 'ml': 2.9, 'mw': 0.0}",SATIRHUYUK-NURDAGI (GAZIANTEP),İlksel
114,2023.02.07 11:49:26,1675770566,39.2922,39.8507,10.6,"{'md': 0.0, 'ml': 2.6, 'mw': 0.0}",DEREOVA-NAZIMIYE (TUNCELI),İlksel
115,2023.02.07 11:46:12,1675770372,38.1648,36.9667,5.0,"{'md': 0.0, 'ml': 3.1, 'mw': 0.0}",ALTAS-AFSIN (KAHRAMANMARAS),İlksel
116,2023.02.07 11:43:26,1675770206,38.031,36.5508,9.9,"{'md': 0.0, 'ml': 3.7, 'mw': 0.0}",YANTEPE-GOKSUN (KAHRAMANMARAS),İlksel
117,2023.02.07 11:37:30,1675769850,37.966,36.8398,5.1,"{'md': 0.0, 'ml': 2.8, 'mw': 0.0}",HACIBUDAK-(KAHRAMANMARAS),İlksel
118,2023.02.07 11:34:20,1675769660,38.236,38.0198,5.0,"{'md': 0.0, 'ml': 3.4, 'mw': 0.0}",CUMHURIYET-YESILYURT (MALATYA),İlksel
119,2023.02.07 11:31:31,1675769491,38.2312,38.6178,2.6,"{'md': 0.0, 'ml': 4.1, 'mw': 0.0}",SOGUTLU-PUTURGE (MALATYA),İlksel
